date,n_incidents,length_in_meters,delay_in_seconds,latitude,longitude
2019-06-20 00,9.0,638.7777777777778,54.0,41.53414742222222,-8.397611722222223
2019-06-20 01,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-20 02,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-20 03,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-20 04,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-20 05,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-20 06,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-20 07,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-20 08,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-20 09,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-20 10,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-20 11,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-20 12,7.0,460.0,47.857142857142854,41.54318972857142,-8.378894742857144
2019-06-20 13,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-20 14,11.0,539.4545454545455,80.54545454545455,41.539725090909094,-8.395159309090907
2019-06-20 15,14.0,402.14285714285717,140.35714285714286,41.5447182,-8.399734642857144
2019-06-20 16,12.0,538.6666666666666,94.33333333333333,41.543785725,-8.395833275000001
2019-06-20 17,9.0,521.6666666666666,124.77777777777777,41.54316037777779,-8.38729087777778
2019-06-20 18,10.0,629.8,187.2,41.54334096,-8.390632060000002
2019-06-20 19,12.0,467.4166666666667,89.5,41.54326100833334,-8.386938275
2019-06-20 20,9.0,459.3333333333333,0.0,41.542296866666675,-8.370362566666667
2019-06-20 21,11.0,418.27272727272725,16.454545454545453,41.54372083636363,-8.378106054545455
2019-06-20 22,10.0,441.0,17.8,41.54223040000001,-8.37511589
2019-06-20 23,9.0,459.3333333333333,0.0,41.542296866666675,-8.370362566666667
2019-06-21 00,9.0,459.3333333333333,0.0,41.542296866666675,-8.370362566666667
2019-06-21 01,9.0,459.3333333333333,0.0,41.542296866666675,-8.370362566666667
2019-06-21 02,9.0,459.3333333333333,0.0,41.542296866666675,-8.370362566666667
2019-06-21 03,9.0,459.3333333333333,0.0,41.542296866666675,-8.370362566666667
2019-06-21 04,9.0,459.3333333333333,0.0,41.542296866666675,-8.370362566666667
2019-06-21 05,9.0,459.3333333333333,0.0,41.542296866666675,-8.370362566666667
2019-06-21 06,9.0,459.3333333333333,0.0,41.542296866666675,-8.370362566666667
2019-06-21 07,11.0,425.1818181818182,31.0,41.54502755454546,-8.379199063636365
2019-06-21 08,17.0,439.6470588235294,97.17647058823529,41.54392330588235,-8.39662861764706
2019-06-21 09,13.0,445.0769230769231,63.38461538461539,41.545153769230765,-8.385624784615386
2019-06-21 10,14.0,476.35714285714283,169.92857142857142,41.54594005,-8.387911178571429
2019-06-21 11,16.0,437.4375,104.3125,41.546506387499996,-8.393119800000001
2019-06-21 12,10.0,484.2,28.5,41.54323891,-8.37523887
2019-06-21 13,17.0,526.5882352941177,100.70588235294117,41.54544520588235,-8.399248194117646
2019-06-21 14,24.0,511.1666666666667,135.66666666666666,41.54074102916666,-8.407457741666668
2019-06-21 15,29.0,520.6551724137931,149.24137931034483,41.54267667931035,-8.408846413793105
2019-06-21 16,43.0,550.0930232558139,144.58139534883722,41.544229581395356,-8.416055537209305
2019-06-21 17,42.0,546.3095238095239,147.35714285714286,41.543034392857145,-8.416236097619048
2019-06-21 18,18.0,438.44444444444446,95.77777777777777,41.5462161,-8.397527616666668
2019-06-21 19,15.0,472.1333333333333,107.53333333333333,41.54286755333332,-8.399351173333335
2019-06-21 20,9.0,565.5555555555555,63.666666666666664,41.542638544444436,-8.387623177777778
2019-06-21 21,10.0,622.3,116.9,41.54441745999999,-8.389112059999999
2019-06-21 22,12.0,603.75,151.66666666666666,41.54386329166667,-8.395381200000001
2019-06-21 23,9.0,560.2222222222222,39.55555555555556,41.543867444444444,-8.385577244444445
2019-06-22 00,8.0,904.875,4.625,41.538965675,-8.395651887500001
2019-06-22 01,9.0,828.3333333333334,160.88888888888889,41.53988585555555,-8.39812671111111
2019-06-22 02,6.0,702.0,0.0,41.5416509,-8.370757300000001
2019-06-22 03,6.0,702.0,0.0,41.5416509,-8.370757300000001
2019-06-22 04,6.0,702.0,0.0,41.5416509,-8.370757300000001
2019-06-22 05,6.0,702.0,0.0,41.5416509,-8.370757300000001
2019-06-22 06,7.0,618.8571428571429,18.857142857142858,41.54341464285715,-8.378773657142858
2019-06-22 07,6.0,702.0,0.0,41.5416509,-8.370757300000001
2019-06-22 08,7.0,648.8571428571429,31.571428571428573,41.54306461428571,-8.379082114285715
2019-06-22 09,13.0,445.38461538461536,107.23076923076923,41.54621787692307,-8.400908946153846
2019-06-22 10,19.0,485.36842105263156,165.21052631578948,41.549224057894726,-8.40784533157895
2019-06-22 11,13.0,507.53846153846155,104.61538461538461,41.54660114615384,-8.399879584615384
2019-06-22 12,7.0,626.8571428571429,23.142857142857142,41.54189077142858,-8.377886228571429
2019-06-22 13,9.0,567.6666666666666,59.22222222222222,41.54234843333333,-8.390419533333334
2019-06-22 14,6.0,702.0,0.0,41.5416509,-8.370757300000001
2019-06-22 15,6.0,702.0,0.0,41.5416509,-8.370757300000001
2019-06-22 16,8.0,592.75,39.875,41.543447475,-8.384349400000001
2019-06-22 17,14.0,586.1428571428571,125.64285714285714,41.5474008,-8.396250071428572
2019-06-22 18,11.0,554.8181818181819,124.36363636363636,41.5457214,-8.389662363636363
2019-06-22 19,22.0,483.95454545454544,105.81818181818181,41.547718749999994,-8.403129663636363
2019-06-22 20,24.0,536.0833333333334,142.5,41.55100640833332,-8.397415104166665
2019-06-22 21,28.0,464.17857142857144,126.5,41.54877960357142,-8.405318371428573
2019-06-22 22,22.0,513.6818181818181,97.4090909090909,41.54743010454545,-8.402449486363638
2019-06-22 23,16.0,363.625,56.5625,41.54744834374999,-8.3938220375
2019-06-23 00,12.0,408.25,0.0,41.54868299999999,-8.3849482
2019-06-23 01,11.0,420.54545454545456,0.0,41.54804165454545,-8.383432818181818
2019-06-23 02,9.0,485.3333333333333,0.0,41.5465853,-8.379580433333333
2019-06-23 03,9.0,485.3333333333333,0.0,41.5465853,-8.379580433333333
2019-06-23 04,9.0,485.3333333333333,0.0,41.5465853,-8.379580433333333
2019-06-23 05,9.0,485.3333333333333,0.0,41.5465853,-8.379580433333333
2019-06-23 06,9.0,485.3333333333333,0.0,41.5465853,-8.379580433333333
2019-06-23 07,9.0,485.3333333333333,0.0,41.5465853,-8.379580433333333
2019-06-23 08,9.0,485.3333333333333,0.0,41.5465853,-8.379580433333333
2019-06-23 09,12.0,412.4166666666667,70.08333333333333,41.54641765833333,-8.389647658333335
2019-06-23 10,10.0,469.3,14.0,41.547390459999995,-8.383326
2019-06-23 11,9.0,485.3333333333333,0.0,41.5465853,-8.379580433333333
2019-06-23 12,10.0,489.1,8.2,41.54814831,-8.382761400000001
2019-06-23 13,9.0,485.3333333333333,0.0,41.5465853,-8.379580433333333
2019-06-23 14,10.0,566.6,130.8,41.54940384,-8.396233460000001
2019-06-23 15,0.0,0.0,0.0,0.0,0.0
2019-06-23 16,7.0,428.57142857142856,250.85714285714286,41.550632114285726,-8.403752685714284
2019-06-23 17,17.0,556.7058823529412,198.2941176470588,41.54808363529412,-8.396994352941178
2019-06-23 18,9.0,448.8888888888889,76.66666666666667,41.5453087,-8.388300577777779
2019-06-23 19,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-23 20,7.0,463.7142857142857,26.428571428571427,41.54374571428572,-8.3785472
2019-06-23 21,7.0,561.1428571428571,29.714285714285715,41.5430991,-8.377957685714287
2019-06-23 22,7.0,500.0,25.285714285714285,41.54309738571429,-8.378085285714286
2019-06-23 23,7.0,495.14285714285717,26.285714285714285,41.54172524285715,-8.3768942
2019-06-24 00,9.0,371.3333333333333,0.0,41.54358343333334,-8.387445566666665
2019-06-24 01,9.0,371.3333333333333,0.0,41.54358343333334,-8.387445566666665
2019-06-24 02,10.0,388.0,17.4,41.54440391999999,-8.390817010000001
2019-06-24 03,9.0,371.3333333333333,0.0,41.54358343333334,-8.387445566666665
2019-06-24 04,9.0,371.3333333333333,0.0,41.54358343333334,-8.387445566666665
2019-06-24 05,10.0,543.1,6.3,41.546437839999996,-8.39154094
2019-06-24 06,9.0,371.3333333333333,0.0,41.54358343333334,-8.387445566666665
2019-06-24 07,11.0,363.09090909090907,0.0,41.544871136363625,-8.393852227272726
2019-06-24 08,9.0,371.3333333333333,0.0,41.54358343333334,-8.387445566666665
2019-06-24 09,9.0,371.3333333333333,0.0,41.54358343333334,-8.387445566666665
2019-06-24 10,7.0,462.0,17.571428571428573,41.54195935714285,-8.377597885714286
2019-06-24 11,11.0,376.6363636363636,91.27272727272727,41.54281145454545,-8.392873690909092
2019-06-24 12,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-24 13,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-24 14,8.0,501.875,60.0,41.54273686250001,-8.383061600000001
2019-06-24 15,11.0,374.8181818181818,78.36363636363636,41.54208592727272,-8.392418563636364
2019-06-24 16,12.0,465.8333333333333,205.33333333333334,41.5426981,-8.394491266666668
2019-06-24 17,11.0,495.54545454545456,182.9090909090909,41.543360081818186,-8.393070836363636
2019-06-24 18,12.0,450.25,206.5,41.54342865,-8.395416183333333
2019-06-24 19,10.0,426.5,117.7,41.54292280999999,-8.390284040000001
2019-06-24 20,7.0,481.57142857142856,19.714285714285715,41.542120485714285,-8.377695214285714
2019-06-24 21,7.0,484.57142857142856,43.0,41.542145000000005,-8.377708628571428
2019-06-24 22,7.0,486.2857142857143,23.285714285714285,41.543088757142854,-8.377665328571428
2019-06-24 23,7.0,472.85714285714283,23.571428571428573,41.543175542857135,-8.378302357142857
2019-06-25 00,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-25 01,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-25 02,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-25 03,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-25 04,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-25 05,8.0,421.0,125.5,41.5452226,-8.384350074999999
2019-06-25 06,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-25 07,15.0,568.0,102.06666666666666,41.545189359999995,-8.407556493333333
2019-06-25 08,24.0,759.5833333333334,152.875,41.542503133333334,-8.417626662500002
2019-06-25 09,7.0,501.85714285714283,55.42857142857143,41.54306615714285,-8.37739652857143
2019-06-25 10,7.0,505.7142857142857,30.571428571428573,41.543097957142855,-8.378015928571429
2019-06-25 11,10.0,465.0,53.5,41.54418278,-8.39305182
2019-06-25 12,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-25 13,13.0,515.9230769230769,124.38461538461539,41.54294333846154,-8.400965676923077
2019-06-25 14,15.0,442.8666666666667,94.4,41.54281258,-8.401825953333335
2019-06-25 15,14.0,429.57142857142856,109.14285714285714,41.54610310714286,-8.3982644
2019-06-25 16,26.0,546.4230769230769,147.23076923076923,41.544930592307686,-8.412663403846157
2019-06-25 17,72.0,773.8472222222222,287.1111111111111,41.54297557638888,-8.426574238888886
2019-06-25 18,67.0,727.1492537313433,272.4179104477612,41.54788740895522,-8.42312842835821
2019-06-25 19,8.0,521.375,42.375,41.546025924999995,-8.38808655
2019-06-25 20,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-25 21,7.0,632.0,6.0,41.539150885714285,-8.377376800000002
2019-06-25 22,7.0,729.0,9.142857142857142,41.53930492857143,-8.377192500000001
2019-06-25 23,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-26 00,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-26 01,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-26 02,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-26 03,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-26 04,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-26 05,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-26 06,7.0,455.85714285714283,17.285714285714285,41.54275041428571,-8.380066285714287
2019-06-26 07,22.0,519.9545454545455,95.5,41.5387778,-8.42296229090909
2019-06-26 08,16.0,479.875,117.4375,41.549517675,-8.403457112500002
2019-06-26 09,8.0,454.25,38.125,41.544664375,-8.383460912500002
2019-06-26 10,8.0,473.25,46.0,41.544174537500005,-8.383848325
2019-06-26 11,11.0,474.09090909090907,77.36363636363636,41.54019201818182,-8.396367881818183
2019-06-26 12,10.0,523.2,15.9,41.551524519999994,-8.39281244
2019-06-26 13,14.0,542.0,47.214285714285715,41.55015600714285,-8.401680021428572
2019-06-26 14,14.0,479.35714285714283,64.85714285714286,41.55173852142857,-8.399449271428571
2019-06-26 15,17.0,515.1764705882352,97.23529411764706,41.55161224705881,-8.402704223529412
2019-06-26 16,29.0,639.4137931034483,118.44827586206897,41.539572613793105,-8.422804175862066
2019-06-26 17,50.0,720.42,190.28,41.542774624,-8.424661488
2019-06-26 18,19.0,590.7894736842105,129.21052631578948,41.54507165789473,-8.411080773684212
2019-06-26 19,9.0,543.6666666666666,0.0,41.54954776666666,-8.391508199999999
2019-06-26 20,10.0,587.0,5.5,41.54486017,-8.39635442
2019-06-26 21,9.0,543.6666666666666,0.0,41.54954776666666,-8.391508199999999
2019-06-26 22,11.0,656.5454545454545,8.818181818181818,41.54611666363636,-8.395345218181818
2019-06-26 23,11.0,592.0,9.545454545454545,41.54758565454546,-8.39742270909091
2019-06-27 00,9.0,543.6666666666666,0.0,41.54954776666666,-8.391508199999999
2019-06-27 01,9.0,543.6666666666666,0.0,41.54954776666666,-8.391508199999999
2019-06-27 02,9.0,543.6666666666666,0.0,41.54954776666666,-8.391508199999999
2019-06-27 03,10.0,611.1,4.4,41.547650999999995,-8.39362299
2019-06-27 04,10.0,568.7,3.0,41.547574559999994,-8.39366483
2019-06-27 05,10.0,557.2,3.0,41.54726878999999,-8.39383073
2019-06-27 06,10.0,579.5,5.8,41.54730472999999,-8.393811679999999
2019-06-27 07,19.0,839.7368421052631,115.78947368421052,41.546040552631574,-8.409163636842104
2019-06-27 08,26.0,508.53846153846155,137.19230769230768,41.54487101538462,-8.41544248846154
2019-06-27 09,9.0,543.6666666666666,0.0,41.54954776666666,-8.391508199999999
2019-06-27 10,9.0,543.6666666666666,0.0,41.54954776666666,-8.391508199999999
2019-06-27 11,16.0,508.75,72.75,41.548196256249994,-8.41355278125
2019-06-27 12,10.0,517.0,36.8,41.549338379999995,-8.394439049999999
2019-06-27 13,14.0,480.14285714285717,105.78571428571429,41.53814670714285,-8.398256071428573
2019-06-27 14,19.0,510.36842105263156,164.6315789473684,41.54003494736842,-8.401848968421055
2019-06-27 15,8.0,467.125,31.25,41.5448023375,-8.382491125000001
2019-06-27 16,23.0,557.7391304347826,127.26086956521739,41.537303047826086,-8.419139221739131
2019-06-27 17,51.0,777.5686274509804,183.07843137254903,41.542609856862754,-8.427105850980391
2019-06-27 18,32.0,602.71875,144.8125,41.544785696874996,-8.4204306375
2019-06-27 19,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-27 20,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-27 21,7.0,571.8571428571429,10.285714285714286,41.53614931428571,-8.380740871428571
2019-06-27 22,7.0,600.7142857142857,5.0,41.539574685714285,-8.377012400000002
2019-06-27 23,7.0,457.2857142857143,26.285714285714285,41.54427965714285,-8.37609872857143
2019-06-28 00,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-28 01,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-28 02,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-28 03,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-28 04,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-28 05,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-28 06,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-28 07,11.0,557.8181818181819,97.9090909090909,41.540489518181815,-8.397396754545456
2019-06-28 08,20.0,600.2,215.95,41.53613454999999,-8.408386815
2019-06-28 09,14.0,478.64285714285717,140.57142857142858,41.53246732142856,-8.39885047142857
2019-06-28 10,10.0,414.2,57.1,41.53642987,-8.38817986
2019-06-28 11,13.0,473.53846153846155,79.92307692307692,41.53432477692307,-8.403057500000001
2019-06-28 12,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-28 13,17.0,514.4117647058823,119.3529411764706,41.55140934705882,-8.408430817647059
2019-06-28 14,12.0,478.75,81.33333333333333,41.54622251666666,-8.396798641666669
2019-06-28 15,16.0,429.0,128.5625,41.54779803125,-8.39961861875
2019-06-28 16,30.0,621.7,147.3,41.53937228666667,-8.420581923333334
2019-06-28 17,69.0,636.4492753623189,200.81159420289856,41.544968360869554,-8.426910982608698
2019-06-28 18,39.0,599.7948717948718,186.07692307692307,41.54695546153847,-8.421247341025643
2019-06-28 19,12.0,700.1666666666666,136.33333333333334,41.54460593333334,-8.400136425000001
2019-06-28 20,7.0,453.14285714285717,30.428571428571427,41.543400471428576,-8.378583414285714
2019-06-28 21,7.0,660.7142857142857,7.285714285714286,41.5368166,-8.384131171428573
2019-06-28 22,9.0,498.77777777777777,49.111111111111114,41.54128597777778,-8.389298966666665
2019-06-28 23,8.0,392.5,0.0,41.5453517,-8.37737465
2019-06-29 00,9.0,354.6666666666667,0.0,41.5465853,-8.379580433333333
2019-06-29 01,9.0,354.6666666666667,0.0,41.5465853,-8.379580433333333
2019-06-29 02,11.0,416.0,48.45454545454545,41.5422788090909,-8.386706809090908
2019-06-29 03,11.0,406.90909090909093,5.2727272727272725,41.54222199090909,-8.386785081818182
2019-06-29 04,9.0,354.6666666666667,0.0,41.5465853,-8.379580433333333
2019-06-29 05,9.0,354.6666666666667,0.0,41.5465853,-8.379580433333333
2019-06-29 06,9.0,354.6666666666667,0.0,41.5465853,-8.379580433333333
2019-06-29 07,9.0,354.6666666666667,0.0,41.5465853,-8.379580433333333
2019-06-29 08,9.0,354.6666666666667,0.0,41.5465853,-8.379580433333333
2019-06-29 09,10.0,338.4,16.9,41.54727928,-8.383331640000002
2019-06-29 10,9.0,390.6666666666667,42.77777777777778,41.5450153,-8.385098766666665
2019-06-29 11,9.0,406.77777777777777,50.0,41.54549183333333,-8.389354244444446
2019-06-29 12,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-29 13,7.0,458.85714285714283,23.428571428571427,41.54189077142856,-8.377886228571429
2019-06-29 14,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-29 15,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-29 16,8.0,474.75,45.5,41.5433554625,-8.3789658625
2019-06-29 17,10.0,410.4,77.3,41.54630736,-8.38589542
2019-06-29 18,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-29 19,7.0,471.85714285714283,27.0,41.54168577142857,-8.377935085714286
2019-06-29 20,9.0,433.8888888888889,67.0,41.54593528888889,-8.387427666666667
2019-06-29 21,7.0,458.0,21.142857142857142,41.542659414285716,-8.379132885714286
2019-06-29 22,7.0,458.0,29.0,41.54265941428571,-8.379132885714286
2019-06-29 23,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-30 00,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-30 01,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-30 02,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-30 03,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-30 04,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-30 05,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-30 06,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-30 07,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-30 08,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-30 09,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-30 10,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-30 11,8.0,433.25,67.0,41.5455769875,-8.3840204875
2019-06-30 12,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-30 13,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-30 14,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-30 15,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-30 16,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-30 17,8.0,509.625,38.25,41.546199762499995,-8.376155412500001
2019-06-30 18,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-30 19,8.0,423.0,42.5,41.545511624999996,-8.37233175
2019-06-30 20,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-30 21,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-30 22,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-06-30 23,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-07-01 00,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-07-01 01,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-07-01 02,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-07-01 03,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-07-01 04,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-07-01 05,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-07-01 06,8.0,489.5,45.375,41.546892437500006,-8.385477925
2019-07-01 07,12.0,673.8333333333334,106.08333333333333,41.53625675833333,-8.406941641666668
2019-07-01 08,20.0,590.75,152.45,41.542899625,-8.409619485
2019-07-01 09,7.0,488.57142857142856,37.142857142857146,41.542748114285715,-8.378680742857144
2019-07-01 10,7.0,480.42857142857144,22.0,41.54310752857143,-8.378300442857144
2019-07-01 11,7.0,457.42857142857144,61.285714285714285,41.54369187142857,-8.3785246
2019-07-01 12,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-07-01 13,12.0,514.0833333333334,75.08333333333333,41.53951463333333,-8.403822341666666
2019-07-01 14,9.0,497.55555555555554,57.44444444444444,41.54085488888888,-8.391012155555556
2019-07-01 15,11.0,455.0,85.81818181818181,41.54546697272726,-8.392006972727273
2019-07-01 16,24.0,612.6666666666666,122.66666666666667,41.54159039166666,-8.418258775
2019-07-01 17,55.0,644.0727272727273,195.5818181818182,41.54437275090911,-8.42227014727273
2019-07-01 18,23.0,577.2608695652174,117.43478260869566,41.54607359130435,-8.413561969565219
2019-07-01 19,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-07-01 20,6.0,506.0,0.0,41.5416509,-8.370757300000001
2019-07-01 21,10.0,727.0,19.5,41.536039869999996,-8.39336484
2019-07-01 22,9.0,686.5555555555555,13.0,41.53388547777777,-8.392576933333334
2019-07-01 23,10.0,360.3,3.4,41.54387046,-8.38549859
2019-07-02 00,11.0,399.0,21.0,41.54166629090909,-8.390491900000002
2019-07-02 01,12.0,356.1666666666667,29.166666666666668,41.539821874999994,-8.395033641666666
2019-07-02 02,12.0,352.9166666666667,28.333333333333332,41.5396814,-8.394604150000001
2019-07-02 03,12.0,352.9166666666667,28.333333333333332,41.5396814,-8.394604150000001
2019-07-02 04,12.0,303.0,25.25,41.539810249999995,-8.395154675
2019-07-02 05,12.0,356.6666666666667,19.833333333333332,41.54083194999999,-8.395402441666667
2019-07-02 06,9.0,354.6666666666667,0.0,41.5465853,-8.379580433333333
2019-07-02 07,18.0,466.6666666666667,85.11111111111111,41.54549833333332,-8.40627705
2019-07-02 08,31.0,538.6774193548387,131.80645161290323,41.541399487096776,-8.416827399999999
2019-07-02 09,18.0,384.44444444444446,115.44444444444444,41.545859833333324,-8.39747396111111
2019-07-02 10,14.0,364.85714285714283,59.42857142857143,41.54558506428571,-8.392939071428572
2019-07-02 11,11.0,409.3636363636364,24.90909090909091,41.54520656363636,-8.391073209090909
2019-07-02 12,9.0,354.6666666666667,0.0,41.5465853,-8.379580433333333
2019-07-02 13,12.0,411.5,66.75,41.538461675,-8.393786416666666
2019-07-02 14,17.0,378.11764705882354,81.23529411764706,41.54028434705882,-8.402151776470589
2019-07-02 15,13.0,397.84615384615387,62.0,41.544470030769226,-8.395961907692309
2019-07-02 16,17.0,457.7647058823529,101.52941176470588,41.54516067058824,-8.404178735294117
2019-07-02 17,37.0,690.1621621621622,171.72972972972974,41.54063120270271,-8.424097994594595
2019-07-02 18,19.0,643.5263157894736,137.68421052631578,41.54563208947367,-8.412373536842107
2019-07-02 19,11.0,597.1818181818181,91.18181818181819,41.53329533636363,-8.404253945454546
2019-07-02 20,7.0,558.8571428571429,23.0,41.539100885714284,-8.3815346
2019-07-02 21,8.0,529.375,50.5,41.536628987499995,-8.387161862500001
2019-07-02 22,7.0,456.2857142857143,22.142857142857142,41.543346642857145,-8.377376614285714
2019-07-02 23,7.0,486.0,0.0,41.54192774285715,-8.370588128571429
2019-07-03 00,9.0,459.3333333333333,0.0,41.542296866666675,-8.370362566666667
2019-07-03 01,11.0,637.0909090909091,33.72727272727273,41.53877009090909,-8.379164918181818
2019-07-03 02,10.0,628.3,7.4,41.540222230000005,-8.375394029999999
2019-07-03 03,9.0,459.3333333333333,0.0,41.542296866666675,-8.370362566666667
2019-07-03 04,9.0,459.3333333333333,0.0,41.542296866666675,-8.370362566666667
2019-07-03 05,9.0,459.3333333333333,0.0,41.542296866666675,-8.370362566666667
2019-07-03 06,9.0,459.3333333333333,0.0,41.542296866666675,-8.370362566666667
2019-07-03 07,14.0,490.07142857142856,44.214285714285715,41.540782064285715,-8.394630871428573
2019-07-03 08,18.0,534.3333333333334,128.72222222222223,41.5469120611111,-8.399918638888888
2019-07-03 09,14.0,497.7857142857143,55.857142857142854,41.54638137142857,-8.389110414285714
2019-07-03 10,11.0,462.27272727272725,23.545454545454547,41.54600328181819,-8.377527072727274
2019-07-03 11,14.0,353.35714285714283,36.642857142857146,41.547474564285714,-8.381325592857143
2019-07-03 12,10.0,418.6,0.0,41.543712590000005,-8.373048980000002
2019-07-03 13,16.0,473.75,58.5,41.544809475,-8.39132230625
2019-07-03 14,14.0,387.7857142857143,26.071428571428573,41.54620684285714,-8.386134121428572
2019-07-03 15,11.0,396.6363636363636,12.545454545454545,41.544799827272726,-8.377554990909092
2019-07-03 16,22.0,536.4090909090909,93.18181818181819,41.54494113636363,-8.403404595454546
2019-07-03 17,41.0,712.0487804878048,139.8048780487805,41.54180358048781,-8.419762634146343
2019-07-03 18,24.0,527.25,84.29166666666667,41.53940679583332,-8.408949495833333
2019-07-03 19,9.0,459.3333333333333,0.0,41.542296866666675,-8.370362566666667
2019-07-03 20,10.0,428.2,34.4,41.54269442000001,-8.37532818
2019-07-03 21,12.0,402.75,68.08333333333333,41.54327264166667,-8.381299933333333
2019-07-03 22,16.0,482.5625,30.8125,41.5414897375,-8.387414581249999
2019-07-03 23,15.0,557.2666666666667,46.333333333333336,41.540137439999995,-8.38730116
2019-07-04 00,13.0,378.9230769230769,1.9230769230769231,41.543647,-8.381406292307693
2019-07-04 01,12.0,357.5,0.0,41.545836175000005,-8.3770786
2019-07-04 02,14.0,508.35714285714283,8.285714285714286,41.54174164285714,-8.384486092857143
2019-07-04 03,13.0,470.6923076923077,7.153846153846154,41.543634315384615,-8.38104656923077
2019-07-04 04,12.0,357.5,0.0,41.545836175000005,-8.3770786
2019-07-04 05,12.0,357.5,0.0,41.545836175000005,-8.3770786
2019-07-04 06,12.0,357.5,0.0,41.545836175000005,-8.3770786
2019-07-04 07,17.0,406.7647058823529,49.294117647058826,41.5487445,-8.391707564705882
